땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,3.0,맛있어요 다만 가격대가 좀 있는 느낌이고의자가 많이 불편해요 재방문은 안할거같아요
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,접근성이 떨어지더라도 가고 싶은 맛집
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,"음료랑 다과 맛도 좋구요, 직원분들께서 정말 친절하고 좋으세요^^"
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,샌드위치 요거트 다 맛있고 일단 분위기가 좋슴다
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,3명이 갔더니 샌드위치를 센스있게 삼등분 해주셨어요~ 요거트도 맛있는데 바질햄치즈샌드위치?가 진짜 맛있어요!!
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,근처에 가면 꼭 들러요.대기가 항상 있어요.그럴 땐 옆 서점과 와인 가게 구경합니다.딸기 시즌이 기대돼요.음료는 비추+ 허니그레이프 없어짐? ㅠㅠ
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,요거트도 요거튼데 샌드위치가 맛있어요
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,요거트 맛있어요! 샌드위치 종류는 내용물에 비해 비싼느낌..?
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,애플크럼블 잘 먹고 갑니다.
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,애플 크럼블 신메뉴 너무너무 맛있어요 ㅠㅠ 땡쓰오트로 가는 경의선숲길 부터 설레는 나의 힐링공간:-)
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,맛있고 친절하고 깨끗하고 후회없는 선택!
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,"세번째 방문하고 후기 남겨봐요!하나하나 환경까지 신경쓴 세심함이 좋았어요.가격대가 있는 정성이고,값어치 있는 요거트 맛집이였어요!음료도 이 곳만의 정성이 담겨서 좋았구요!매번 맛있었어요!"
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,"꾸덕하고 맛있습니다. 자극적이지않고 건강한맛입니다. 장소가 다소 협소하고 테이블 간격이 좁은데, 환기가 잘 되지않아 답답한 부분이 있습니다."
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,다 맛있어 근데 장소는 좀 작아요
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,사람이 너무 많아서 정신없어요요거트는 예쁘게 생겼는데 물려서 반정도밖에 못먹었어요 제가 즐겨먹지 않아서 더 그런가봐요
땡스오트 연남점,서울 마포구 성미산로23길 68,3.0,사람도 많고 맛도 있음. 하지만 가격대비 양이 너무 적음...강아지용 그릇과 도구는 다른색으로 하면 좋겠음
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,깔끔하고 양이 적다
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,늘 사람이 너무 많아요ㅠㅠ
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,맛있긴한데 양이 ㅜ 너무 ㅜ 적어요오오 ㅠㅜㅜ
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,한창 요거트 도장깨기 하고 다닐 때 먹어봤는데 연남동 원탑 ••
땡스오트 연남점,서울 마포구 성미산로23길 68,2.0,연어 베이글 맛이 없어요요거트는 그저 그런 특별할 것 없는 곳
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,베이글은 개인적으로 반쪽도 안들어가서 한입 남겼고요ㅠㅠ스프랑 요거트는 진짜 맛잇게 먹엇어요더 먹고싶을 정도
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,맛있어요
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,그릭요거트 맛있고 직원 분들도 친절하지만 차라리 집에서 만들어 먹기로 했음! 아 그리고 강아지 요거트 사려고 했는데 용기 없으면 못 사서 아쉬웠음 ㅠㅠ-11월에 매장 방문 했는데 베이글 샌드위치 진짜 맛있고요거트도 맛있어요 :) 다음엔 과일 요거트 먹으러 갈게요••
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,3.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,그냥 괜찮아요!
땡스오트 연남점,서울 마포구 성미산로23길 68,4.0,"사람 많이 없을 때 오기! 웨이팅 시스템은 잘 되어있어서 편해요. 요거트 맛은 무난했어요 무지 꾸덕하지도 않았고 산미도 중간쯤?! 대신 기대 안 했던 샌드위치가 존맛이었음,, 매장 예뻐요!"
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,여기 샌드위치 너무 맛있었음. 그래놀라도 맛있당
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,메뉴에 커피가 없어서 몹시 당황했지만샌드위치가 너무 맛있었다 ㅎㅎ
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,건강하다 맛있다!
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,동탄에도 매장 내주세요.
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,양이 적어보였는데 먹다보니 배불러요 직원분들 먼가 귀여우심
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,너무 맛있어요~~~
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,사랑해요 요ㄱㅓ트! 애완동물도 먹을수있어서 주인(?)분이 사줬어서 그런지 강아지들이 산책중 문앞에 서서 사달라고 안간다
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,요거트는 다 맛있는거 같아요 저 베이글 샌드위치는 필수 놈놈 맛있어요
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,맛있고 아주 깔끔하니 좋아용
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,오 이런걸 저녁으로 먹는 사람들은 대체 뭐지 생각햇는데존맛 타코칠리 어쩌고 기억하세여 존맛임다들 나빼고 또 맛난것만 먹으러 다녓균...
땡스오트 연남점,서울 마포구 성미산로23길 68,5.0,
